	train
wm_macro	0.7329759241953874
wm_micro	0.8515386889289828
wm_match	167077.0
wm_not_match	29129.0
mfs_macro	0.6342849867837661
mfs_micro	0.7441158782096366
mfs_match	146000.0
mfs_not_match	50206.0
