	train
wm_macro	0.836800662033033
wm_micro	0.8483472472809191
wm_match	172337.0
wm_not_match	23869.0
mfs_macro	0.6342849867837661
mfs_micro	0.7441158782096366
mfs_match	146000.0
mfs_not_match	50206.0
